TARGET_B,TARGET_D,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT,PER_CAPITA_INCOME
1,3,00000987,89,54,0,S,1,14,H,F,7,1,B,19,,2140,773,97,0,38,33,24,1,1,S,4,0.529,3.33,0.75,4,9,6,11,31,83,79,21,3.76,5,7,2,4,12,28,7,82,3.76,10,33069
1,21,00001006,137,66,0,R,2,46,H,F,5,0,B,20,3,385,207,78,0,25,36,38,1,1,S,1,0.318,15.29,0.364,15.75,7,4,16,44,115,530,35,15.14,23,26,3,15,11,31,6,127,15.14,16,12419
0,,00001007,137,66,0,R,3,51,H,F,5,1,P,0,0,266,142,62,0,29,36,31,1,1,S,3,0.421,7.75,0.7,7.71,8,7,17,45,116,276,46,6,7,10,3,9,8,23,17,131,6,25,7906
1,15,00001012,137,75,0,T,1,35,H,M,5,0,B,1,9,1133,430,80,0,32,40,55,1,1,S,2,0.35,15.43,0.455,16.6,7,5,17,45,114,342,28,12.21,15,20,5,13,11,28,5,122,12.21,17,26361
0,,00001030,137,39,0,R,2,49,H,F,2,1,B,0,1,459,315,94,0,34,45,27,1,1,S,3,0.389,9.14,0.5,9.4,7,5,20,33,91,269,50,5.38,10,12,2,9,4,11,20,130,5.38,22,10114
1,12,00001034,77,,0,C,1,23,H,M,4,1,B,16,6,1416,255,72,0,55,17,63,0,0,A,3,0.333,13.29,0.364,12,7,4,19,35,96,271,22,12.32,14,17,3,15,11,25,18,75,12.32,8,17990
1,8,00001042,113,,0,T,1,34,H,M,5,1,B,10,7,826,314,64,0,45,22,43,1,0,A,4,0.263,10.6,0.333,13,5,3,15,25,67,147,16,9.19,12,15,3,9,4,11,15,105,9.19,9,14958
0,,00001048,137,50,0,R,1,42,H,M,5,1,B,4,7,585,250,73,0,39,46,32,1,14,A,1,0.048,22,0,0,1,0,18,35,86,202,29,6.97,19,22,3,22,6,16,18,126,6.97,14,10739
1,8,00001054,137,,0,T,2,38,U,F,,0,N,0,,1161,197,36,0,17,29,71,1,1,S,3,0.294,7.8,0.286,7,5,2,19,30,75,126,20,6.3,7,10,3,9,5,12,19,129,6.3,11,12764
1,5,00001064,125,69,0,S,1,14,U,M,,0,N,0,8,1437,583,97,0,24,55,6,1,1,S,3,0.318,8.57,0.182,10,7,2,14,41,108,234,25,9.36,7,12,5,5,11,30,7,121,9.36,15,18207
1,5,00001068,137,66,0,S,1,14,H,F,6,0,P,0,9,3528,814,96,0,36,27,28,1,1,S,4,0.286,5.83,0.545,5.83,6,6,20,34,100,265,43,6.16,7,10,3,5,5,19,18,126,6.16,25,25564
0,,00001074,65,50,0,R,2,44,U,F,6,1,M,1,6,780,333,82,0,29,37,20,0,0,A,1,0.111,14.5,0.111,14,2,1,26,24,65,81,7,11.57,10,15,5,15,6,16,26,60,11.57,3,12811
0,,00001085,125,63,0,R,2,44,H,F,4,1,B,25,7,714,437,87,0,33,27,21,1,4,A,1,0.35,11.43,0.6,11.67,7,6,12,34,92,284,26,10.92,20,25,5,15,5,16,12,124,10.92,16,14003
1,15,00001092,77,69,0,U,1,03,H,M,6,1,P,0,9,5817,931,84,0,27,8,52,1,4,A,1,0.429,10.56,0.6,11.67,9,6,11,34,100,315,32,9.84,19,20,1,10,10,27,6,76,9.84,15,91576
1,20,00001101,101,55,0,R,2,43,H,F,4,0,P,0,2,483,198,71,0,33,33,35,1,5,A,2,0.4,14.88,0.364,13.75,8,4,13,37,104,278,24,11.58,17,20,3,15,11,27,9,92,11.58,13,9290
1,11,00001102,137,86,0,?,?,.,U,M,4,0,M,0,6,882,380,73,0,0,0,0,1,1,S,4,0.526,13.6,0.545,14.5,10,6,17,40,105,374,33,11.33,12,16,4,12,11,29,5,131,11.33,16,18642
0,,00001154,29,78,0,U,3,08,U,F,,1,N,0,,1131,403,50,0,19,57,20,0,0,A,1,0.125,12.5,0.333,12.5,2,2,24,10,29,35,3,11.67,15,20,5,20,4,10,24,59,11.67,2,17593
0,,00001196,53,32,0,U,1,01,U,M,1,1,B,3,,1348,613,83,0,0,0,0,1,0,A,4,0.35,4.57,0.455,4.4,7,5,16,33,79,82,20,4.1,7,9,2,5,11,22,16,57,4.1,9,20525
0,,00001198,17,56,0,S,1,12,H,M,7,1,B,1,,2491,498,90,1,41,20,25,0,0,F,1,0.2,13.33,0.143,15,3,1,17,15,46,65,5,13,5,15,10,15,5,19,5,57,13,2,17576
0,,00001245,89,79,0,S,2,16,H,F,2,0,P,0,6,728,330,57,0,33,33,43,0,0,A,1,0.105,15,0.25,15,2,2,16,36,96,165,13,12.69,15,20,5,15,10,25,9,79,12.69,6,13621
1,32,00001249,77,,0,S,2,20,U,M,,1,N,0,,1435,423,82,0,43,27,42,1,0,A,1,0.238,11.4,0.3,13.33,5,3,13,35,88,122,13,9.38,17,20,3,11,11,23,7,69,9.38,7,18160
1,30,00001254,65,49,0,S,1,14,H,M,5,1,P,0,,1102,613,90,0,22,69,5,0,0,A,1,0.063,25,0,0,1,0,26,14,36,75,3,25,0,25,25,25,4,11,26,56,25,1,20557
0,,00001258,125,63,0,U,2,06,U,M,2,1,B,1,8,876,473,90,1,37,39,21,0,0,A,1,0.056,21,0.125,21,1,1,18,27,75,99,11,9,16,21,5,21,5,14,18,110,9,3,16469
0,,00001264,29,71,0,C,2,28,H,M,2,1,M,11,,689,288,70,0,41,13,56,0,0,N,1,0.091,15,0.2,15,1,1,23,9,24,20,2,10,10,15,5,15,3,8,23,56,10,1,14904
0,,00001280,137,71,0,R,1,42,H,M,7,1,B,18,0,1881,426,72,0,24,49,12,1,0,A,2,0.227,29.2,0.182,27,5,2,18,34,82,282,13,21.69,30,35,5,30,6,15,18,121,21.69,7,20138
0,,00001287,65,,0,S,1,11,U,M,,0,N,0,,0,0,0,0,0,0,0,0,0,A,2,0.188,25,0.111,30,3,1,18,25,60,155,6,25.83,10,30,20,25,11,26,18,57,25.83,2,0
1,15,00001292,29,47,0,C,2,29,H,M,5,0,B,0,,692,203,74,0,44,5,67,1,0,A,2,0.188,9,0.25,10,3,2,18,15,40,38,5,7.6,10,15,5,7,6,15,18,57,7.6,2,14602
1,2,00001293,101,75,0,S,2,18,H,F,2,0,B,10,,917,462,94,0,22,24,35,1,0,A,4,0.238,4.8,0.3,4.33,5,3,20,27,71,74,14,5.29,7,10,3,5,6,13,20,92,5.29,8,14229
0,,00001298,89,80,0,T,2,38,H,M,4,0,P,0,8,2459,309,47,0,27,15,67,1,0,A,4,0.35,19.71,0.455,18.6,7,5,21,38,99,311,22,14.14,25,30,5,20,11,30,18,89,14.14,9,17969
0,,00001304,137,85,0,R,3,53,U,F,1,0,P,0,0,1259,263,43,0,11,26,42,1,3,A,1,0.333,9.43,0.4,9,7,4,19,46,111,193,26,7.42,9,11,2,10,10,22,19,126,7.42,17,9748
1,14,00001322,77,54,0,U,2,05,U,F,3,0,B,2,7,376,397,72,0,25,45,35,1,0,A,2,0.19,13.5,0.2,13,4,2,24,36,94,174,14,12.43,5,15,10,14,11,25,7,73,12.43,5,15260
0,,00001325,53,59,0,S,2,20,H,M,3,0,P,0,6,1027,331,53,0,29,18,40,0,0,A,1,0.182,26.25,0.091,25,4,1,18,33,80,210,9,23.33,25,30,5,25,9,23,5,55,23.33,2,13701
0,,00001329,29,65,0,?,?,.,U,M,6,0,P,0,,745,259,59,0,0,0,0,0,0,N,3,0.231,13.33,0.143,10,3,1,17,13,36,45,4,11.25,11,16,5,14,6,17,17,55,11.25,1,9966
0,,00001334,53,,0,C,1,24,U,M,,0,N,0,7,1138,537,72,12,35,56,6,0,0,A,1,0.059,40,0,0,1,0,25,17,39,120,3,40,0,40,40,40,6,12,25,54,40,1,18770
0,,00001348,65,,0,U,1,01,U,U,,0,N,0,,2750,599,42,0,32,18,51,0,0,A,4,0.235,10.5,0.25,10,4,2,17,21,62,77,8,9.63,6,11,5,10,6,18,15,57,9.63,3,60625
0,,00001350,65,,0,T,1,35,H,M,5,1,B,7,9,901,441,89,2,48,55,23,1,19,A,1,0.053,25,0,0,1,0,18,27,66,112,8,14,30,33,3,25,6,15,18,65,14,2,17670
1,15,00001357,137,40,0,S,2,17,H,F,5,0,B,0,5,889,328,36,1,25,48,7,1,1,S,3,0.455,13.9,0.545,14.5,10,6,15,41,102,224,21,10.67,22,27,5,18,11,29,15,126,10.67,9,13456
0,,00001368,65,71,0,R,2,43,U,F,2,0,P,0,1,1721,618,95,1,27,35,26,1,1,S,3,0.4,13.5,0.273,14,8,3,18,33,83,259,23,11.26,15,20,5,10,8,23,9,56,11.26,9,21855
1,35,00001371,53,75,0,S,1,13,U,F,,0,N,0,8,2753,504,77,0,30,27,35,0,0,A,3,0.158,20,0.111,20,3,1,19,20,50,100,5,20,0,20,20,20,6,14,19,53,20,2,24127
0,,00001396,113,49,0,S,2,17,H,M,1,0,P,0,,730,247,70,19,38,31,18,1,1,S,4,0.263,17.4,0.3,15.67,5,3,17,34,92,352,24,14.67,15,20,5,12,6,16,17,112,14.67,12,15385
0,,00001397,65,51,0,S,1,12,H,M,4,1,B,5,9,1024,475,81,0,23,32,27,0,0,A,3,0.211,11.75,0.3,11.67,4,3,17,32,81,104,10,10.4,10,15,5,15,11,24,17,57,10.4,6,18143
0,,00001400,137,,0,S,1,11,H,M,7,1,B,18,6,1805,759,79,1,33,54,21,1,1,S,3,0.421,8.38,0.545,7,8,6,24,36,88,157,29,5.41,15,17,2,9,6,17,24,131,5.41,18,31663
0,,00001414,77,69,0,T,2,39,H,M,5,1,P,0,5,465,314,63,0,23,29,9,1,0,A,1,0.167,22.5,0,0,2,0,9,21,67,119,7,17,15,25,10,25,5,21,9,76,17,4,11769
0,,00001419,101,72,0,R,3,51,H,M,2,0,B,0,4,466,266,86,0,25,27,23,0,0,A,1,0.095,17.5,0,0,2,0,26,27,68,105,8,13.13,15,20,5,20,5,13,26,92,13.13,3,11133
0,,00001431,53,76,0,R,2,49,H,M,2,0,P,0,2,412,297,80,0,33,32,19,1,0,A,4,0.381,10.38,0.3,11.67,8,3,15,27,69,135,17,7.94,16,19,3,19,9,23,15,52,7.94,5,12061
0,,00001434,65,33,0,S,2,20,U,F,2,1,P,0,7,928,387,86,0,23,33,16,1,0,A,1,0.318,14.29,0.455,14,7,5,25,33,83,282,19,14.84,10,20,10,15,11,23,25,57,14.84,10,18255
1,24,00001442,29,38,0,C,1,24,H,F,5,1,B,4,,1602,459,70,2,25,40,27,1,0,A,2,0.421,20.13,0.6,20.17,8,6,17,26,78,350,19,18.42,15,25,10,25,11,32,6,53,18.42,10,18855
0,,00001468,29,,0,U,3,08,U,F,,0,N,0,,1395,190,59,0,14,13,16,1,1,S,3,0.421,6.38,0.5,5.4,8,5,20,26,66,98,16,6.13,6,11,5,10,11,24,18,53,6.13,6,7178
0,,00001477,65,,0,?,?,.,U,M,5,0,P,0,5,1287,418,75,0,0,0,0,0,0,A,3,0.158,14.33,0.111,14,3,1,17,24,66,106,8,13.25,6,16,10,14,6,18,17,55,13.25,2,18427
0,,00001480,65,,0,U,3,09,U,F,1,0,B,23,3,1507,421,84,0,22,34,48,1,0,A,1,0.211,33.75,0.1,35,4,1,15,28,69,330,10,33,5,35,30,35,9,20,7,57,33,3,12044
0,,00001485,65,47,0,C,1,24,H,F,3,0,P,0,7,1930,466,80,2,41,34,4,0,0,A,1,0.091,19.5,0.182,19.5,2,2,17,25,64,78.46,7,11.21,18,23,5,23,6,14,17,56,11.21,3,16892
0,,00001493,137,49,0,S,1,11,H,M,6,0,B,9,6,1904,568,78,0,33,39,18,1,11,A,1,0.263,9,0.375,9,5,3,15,40,108,170,23,7.39,8,11,3,9,8,20,15,127,7.39,16,23814
0,,00001495,125,49,0,S,1,13,H,F,5,1,B,51,9,5856,976,85,0,28,38,37,1,0,A,1,0.091,92.5,0.091,100,2,1,18,37,94,595,10,59.5,75,100,25,100,6,17,18,123,59.5,6,33638
0,,00001499,41,61,0,S,1,14,U,M,,0,N,0,,2132,632,92,0,43,37,20,1,0,A,3,0.421,20.75,0.3,20.33,8,3,15,27,74,330,19,17.37,20,25,5,15,11,29,15,53,17.37,6,27547
0,,00001502,65,51,0,S,1,14,H,F,7,0,P,0,9,1765,542,94,0,30,34,28,0,0,A,1,0.091,15,0,0,1,0,18,16,45,47,4,11.75,5,15,10,15,4,12,18,57,11.75,2,19984
0,,00001505,41,,0,R,2,44,U,M,,0,N,0,,856,176,26,0,39,38,27,0,0,A,2,0.238,14,0.4,15,5,4,19,26,69,103,8,12.88,10,20,10,10,11,25,19,52,12.88,4,12868
1,10,00001544,53,45,0,S,1,11,H,F,7,1,P,0,7,3260,509,79,11,26,42,17,0,0,A,1,0.063,20,0,0,1,0,18,17,45,52,4,13,10,20,10,20,6,14,18,52,13,2,19165
0,,00001548,53,68,0,T,1,35,H,M,7,0,M,1,9,1679,776,93,0,21,34,0,0,0,A,1,0.067,25,0,0,1,0,26,11,33,75,3,25,0,25,25,25,4,11,26,49,25,0,26873
1,50,00001549,53,81,0,S,1,13,U,M,,0,N,0,9,5863,1500,85,0,41,7,75,0,0,A,1,0.067,50,0.143,50,1,1,24,12,35,150,3,50,0,50,50,50,6,13,24,49,50,1,174523
1,25,00001556,41,49,0,C,2,25,U,F,1,0,P,0,3,2167,346,92,0,17,55,18,0,0,E,1,0.067,15,0,0,1,0,15,12,39,49,4,12.25,5,15,10,15,2,10,15,49,12.25,1,27423
0,,00001611,137,78,0,C,3,31,H,M,1,1,B,33,4,409,114,40,1,36,21,43,1,5,A,1,0.227,13.2,0.364,15,5,4,18,44,108,227,26,8.73,18,20,2,5,9,22,4,128,8.73,17,8565
1,15,00001617,29,75,0,S,1,13,H,F,4,0,B,30,,5970,1386,94,0,38,16,69,1,0,A,3,0.316,11.67,0.5,12,6,5,11,24,63,112,11,10.18,15,20,5,11,11,28,6,45,10.18,7,62822
0,,00001628,17,55,0,?,?,.,U,F,1,0,B,28,,701,241,48,0,0,0,0,0,0,E,1,0.1,15,0.167,15,1,1,15,9,25,20,2,10,10,15,5,15,2,8,15,44,10,2,11437
0,,00001631,29,45,0,U,2,07,U,F,3,0,P,0,,720,188,28,0,20,35,47,1,0,A,3,0.55,18.55,0.636,19.14,11,7,15,26,70,306,20,15.3,20,25,5,20,11,28,5,44,15.3,11,10789
0,,00001635,89,47,0,S,1,14,U,M,,1,N,0,9,3453,1103,84,0,26,51,11,1,0,A,1,0.053,15,0,0,1,0,26,26,72,62,8,7.75,10,15,5,15,4,11,26,80,7.75,5,48827
1,10,00001646,101,50,0,C,3,30,H,M,5,0,B,29,0,675,163,28,0,37,76,11,1,10,A,1,0.167,8.33,0.125,10,3,1,17,34,85,121,16,7.56,12,15,3,10,5,14,17,103,7.56,8,7083
0,,00001652,41,,0,C,2,27,U,M,,0,N,0,,399,241,72,0,33,34,36,0,0,A,1,0.095,26,0.182,26,2,2,20,22,56,112,5,22.4,12,27,15,27,6,16,20,40,22.4,4,11333
0,,00001656,137,,0,R,2,45,U,F,2,0,M,14,4,473,265,77,0,16,37,32,1,1,S,4,0.5,6.5,0.545,5.83,10,6,18,45,104,162,24,6.75,11,12,1,5,11,25,18,123,6.75,14,11454
1,40,00001673,137,67,0,T,1,35,H,F,5,0,B,4,8,1033,427,85,0,19,23,32,1,5,A,1,0.25,12.8,0.364,13.25,5,4,21,46,107,310,32,9.69,15,17,2,14,11,22,21,127,9.69,20,12145
1,20,00001685,29,67,0,R,2,46,U,U,,0,N,0,,1130,333,61,1,36,29,38,0,0,A,1,0.235,14,0.375,15.33,4,3,22,17,38,56,4,14,16,26,10,26,7,17,22,33,14,3,15654
0,,00001703,29,,0,?,?,.,U,M,,0,N,0,,2158,308,48,0,0,0,0,0,0,A,1,0.2,13.33,0.5,13.33,3,3,22,15,40,40,3,13.33,10,20,10,20,5,15,22,33,13.33,3,13797
0,,00001709,29,78,0,C,3,31,H,M,1,1,B,13,,532,163,27,0,46,34,43,0,0,A,3,0.313,17,0.429,18.33,5,3,17,18,51,105,6,17.5,20,30,10,30,8,22,17,33,17.5,3,13155
1,10,00001722,125,45,0,C,1,24,H,M,7,1,B,5,8,1668,648,83,0,16,82,0,1,0,A,1,0.333,14.29,0.4,12.5,7,4,11,37,103,348,26,13.38,15,20,5,20,10,24,5,120,13.38,13,20187
1,12,00001731,29,79,0,S,1,13,H,M,5,1,B,23,,1982,786,90,0,48,11,67,1,0,A,2,0.533,11.38,0.429,13,8,3,14,21,55,130,11,11.82,9,15,6,12,11,29,6,33,11.82,4,48843
0,,00001742,29,76,0,T,2,36,H,F,2,1,B,13,,521,304,80,0,37,27,32,0,0,A,1,0.214,11.67,0.333,10,3,2,19,15,38,35,3,11.67,5,15,10,15,5,15,19,33,11.67,2,13437
0,,00001748,29,74,0,C,2,27,H,M,2,1,B,1,,406,260,72,3,36,37,27,0,0,A,1,0.111,26,0.125,25,2,1,19,18,48,67,3,22.33,12,27,15,27,7,18,19,33,22.33,2,13017
0,,00001765,137,,0,C,2,26,H,M,2,1,B,33,,2262,227,59,0,26,30,35,1,1,S,3,0.353,5,0.5,4.5,6,4,22,25,60,84,18,4.67,7,10,3,10,4,10,18,130,4.67,11,14996
1,12.5,00001779,41,,0,T,3,41,U,M,,0,N,0,,417,131,27,0,0,0,0,1,4,A,1,0.211,14.25,0.333,12.33,4,3,19,27,71,104,8,13,15,20,5,17,8,20,7,45,13,6,6858
0,,00001789,65,79,0,C,3,33,U,M,1,1,B,2,8,613,157,51,0,49,36,18,1,1,S,3,0.5,10,0.545,10,10,6,17,26,64,225,25,9,5,10,5,10,5,11,17,65,9,11,15708
0,,00001794,89,,0,?,?,.,U,U,1,1,P,0,4,950,244,67,2,25,34,31,1,0,A,2,0.238,11,0.4,11.25,5,4,17,41,104,214,19,11.26,15,20,5,15,11,25,17,89,11.26,9,9872
1,10,00001799,77,,0,C,2,27,H,M,5,1,B,7,9,860,358,83,0,35,22,13,1,0,A,4,0.381,7.25,0.6,7.67,8,6,16,32,88,194,21,9.24,13,16,3,9,11,25,4,75,9.24,12,14984
0,,00001808,29,43,0,S,1,12,U,F,5,0,P,0,,1072,517,91,1,35,50,26,0,0,N,1,0.214,16.67,0.167,20,3,1,23,15,39,50,3,16.67,10,20,10,20,6,15,23,32,16.67,1,22262
0,,00001818,65,57,0,T,2,36,U,F,5,0,P,0,5,757,247,74,0,42,29,38,1,13,A,1,0.095,18,0.1,20,2,1,28,28,73,118,11,10.73,15,20,5,15,8,22,18,57,10.73,6,9829
0,,00001819,89,55,0,T,1,34,H,M,7,0,B,17,9,820,489,87,5,21,46,17,1,4,A,1,0.381,8.88,0.5,8.4,8,5,19,33,85,196,26,7.54,9,12,3,10,8,20,18,88,7.54,13,20659
0,,00001832,29,,0,?,?,.,U,M,,0,N,0,,745,429,73,0,0,0,0,1,0,A,2,0.375,21.67,0.625,24,6,5,17,22,56,180,8,22.5,23,33,10,27,11,26,17,32,22.5,7,13502
0,,00001863,101,43,0,T,2,38,H,U,6,1,B,2,6,713,343,16,0,18,42,7,1,1,S,3,0.353,10,0.333,10,6,3,16,25,61,96,13,7.38,12,15,3,12,6,15,16,101,7.38,7,17048
0,,00001889,29,57,0,T,2,40,H,F,5,0,P,0,,1162,363,82,0,40,40,42,1,0,A,4,0.4,10.67,0.857,10.67,6,6,17,21,56,113,13,8.69,12,16,4,10,11,28,6,32,8.69,8,13579
0,,00001893,125,82,0,U,2,07,U,M,,0,N,0,3,1759,326,37,0,20,33,12,1,1,S,2,0.25,9,0.4,8.75,5,4,16,36,87,198,27,7.33,7,10,3,10,6,14,16,123,7.33,17,11581
1,12.5,00001899,89,49,0,S,2,18,H,M,5,0,P,0,,1519,346,45,1,24,45,19,1,0,A,2,0.235,10.75,0.429,12.67,4,3,15,25,67,92,9,10.22,11,16,5,12,5,14,15,85,10.22,6,14162
0,,00001902,41,60,0,C,2,28,H,F,5,1,B,1,4,629,262,60,0,43,39,43,1,0,A,1,0.286,14.33,0.4,13.75,6,4,15,25,63,112,8,14,15,20,5,20,11,24,15,44,14,5,12706
0,,00001909,125,76,0,R,2,47,U,M,1,1,M,20,0,557,186,76,0,30,19,48,1,1,S,4,0.5,3.18,0.364,3.5,11,4,-10,34,88,97,32,3.03,3,5,2,3,8,18,16,122,3.03,14,10179
0,,00001913,29,73,0,U,3,08,U,M,2,0,B,18,,595,305,58,0,30,31,55,1,0,A,3,0.25,17.5,0.375,16.67,4,3,17,19,45,110,7,15.71,10,20,10,20,8,20,7,32,15.71,3,11830
1,10,00001920,137,81,0,U,3,09,H,M,4,1,B,1,1,1032,305,39,0,33,35,26,1,0,A,2,0.368,9,0.4,8.25,7,4,17,35,98,214.5,31,6.92,12,15,3,10,9,25,6,123,6.92,12,18324
1,35,00001925,29,72,0,T,1,35,H,M,5,1,M,2,,3461,404,78,0,41,32,32,0,0,A,1,0.2,18.33,0.286,20,3,2,23,17,44,55,3,18.33,10,25,15,25,7,17,23,33,18.33,2,17618
1,15,00001927,89,39,0,T,1,35,U,F,3,1,M,1,3,1133,615,90,0,34,42,20,0,0,A,1,0.105,15,0.125,15,2,1,19,25,73,80,6,13.33,5,15,10,15,6,16,19,87,13.33,5,22163
0,,00001928,65,81,0,T,2,38,H,F,2,1,B,6,,1104,370,49,2,36,32,22,1,0,A,3,0.444,4.88,0.636,5.14,8,7,22,21,47,68,15,4.53,8,9,1,5,6,12,22,57,4.53,10,18621
1,50,00001959,17,39,0,S,1,15,H,F,7,0,B,12,,2670,394,35,1,16,39,18,0,0,F,1,0.25,35,0.4,37.5,3,2,15,14,41,105,3,35,25,50,25,30,9,24,15,29,35,2,24896
0,,00001962,29,37,0,T,1,34,H,F,7,1,B,2,,2354,355,52,1,35,32,33,1,0,A,2,0.222,11.75,0.375,11.67,4,3,21,18,47,47,4,11.75,5,15,10,15,8,19,21,33,11.75,3,38707
0,,00001968,113,76,0,?,?,.,U,M,,1,N,0,7,2677,558,95,0,0,0,0,1,12,A,1,0.2,10.5,0.444,10.5,4,4,17,31,77,95,9,10.56,12,15,3,15,7,18,17,105,10.56,9,20932
0,,00001970,113,,0,T,2,40,U,F,6,0,B,0,,680,408,90,0,27,32,21,1,0,A,2,0.273,6.17,0.364,6.75,6,4,17,31,74,80,16,5,8,10,2,10,6,15,17,102,5,11,14304
0,,00001973,77,52,0,U,2,07,H,F,5,1,B,1,6,3002,265,55,0,17,0,58,1,0,A,4,0.3,6.33,0.2,5.5,6,2,19,28,79,132,13,10.15,20,25,5,11,7,24,10,68,10.15,5,12323
0,,00001975,17,61,0,R,2,46,H,M,4,1,B,2,,694,244,82,1,38,29,43,0,0,N,3,0.308,12,0.333,13,4,2,15,13,42,48,4,12,6,16,10,12,8,23,15,29,12,2,11060
0,,00001979,17,63,0,C,2,29,H,M,3,0,P,0,,694,244,62,0,69,4,89,0,0,N,3,0.2,8.33,0.25,7.5,3,2,16,15,38,36,5,7.2,5,10,5,6,5,13,15,45,7.2,3,17285
0,,00001985,125,51,0,T,1,35,H,M,5,1,B,3,7,1407,509,88,0,31,41,14,1,11,A,1,0.105,10.5,0.222,10.5,2,2,24,35,95,341,34,10.03,11,15,4,11,7,16,24,125,10.03,21,21052
1,5,00001986,137,75,0,U,1,02,U,F,,0,N,0,5,1368,379,84,0,38,41,37,1,1,S,3,0.4,6.75,0.273,7.67,8,3,16,45,111,161,29,5.55,6,9,3,6,13,31,6,128,5.55,15,23121
0,,00002018,89,80,0,U,1,01,H,F,7,0,B,5,9,5315,483,39,0,18,19,42,1,0,A,2,0.238,8.6,0.2,10.5,5,2,16,33,83,118,16,7.38,9,12,3,7,11,23,16,86,7.38,7,42350
1,7,00002020,137,73,0,S,1,14,U,F,6,0,P,0,9,3556,735,94,1,37,25,28,1,1,S,3,0.45,8.67,0.2,9,9,2,11,42,106,294,40,7.35,9,12,3,8,11,25,11,129,7.35,18,34382
0,,00002027,77,73,0,S,2,18,H,M,4,1,M,18,8,599,342,62,0,32,41,9,1,1,S,1,0.364,36.25,0.182,32.5,8,2,16,34,90,492,16,30.75,35,50,15,40,11,28,16,75,30.75,4,13232
0,,00002052,41,,0,S,1,14,U,M,,0,N,0,,1213,591,98,0,33,32,53,1,0,A,4,0.263,8,0.375,8.67,5,3,17,17,44,50,7,7.14,5,10,5,10,6,14,17,38,7.14,5,24571
0,,00002058,29,,0,R,2,43,H,M,6,0,B,0,,605,218,67,3,32,51,13,1,0,E,4,0.333,12,0.5,11.67,5,3,19,13,42,75,6,12.5,5,15,10,15,4,15,16,33,12.5,3,11046
0,,00002063,29,57,0,C,3,31,U,F,1,1,M,12,,543,222,48,0,43,22,48,0,0,A,3,0.4,14,0.286,11,6,2,17,20,52,94,7,13.43,10,20,10,20,11,25,17,29,13.43,3,10880
1,7,00002081,113,,0,?,?,.,U,F,3,1,M,2,,871,381,77,0,0,0,0,1,4,A,1,0.579,7.82,0.7,7,11,7,12,36,88,384,49,7.84,9,12,3,8,9,25,4,106,7.84,23,16559
1,20,00002085,65,52,0,C,2,27,H,M,4,1,B,5,8,852,426,87,0,41,54,10,1,0,A,2,0.273,19.67,0.364,20.75,6,4,12,31,85,251,13,19.31,18,28,10,20,11,27,7,64,19.31,8,14762
0,,00002087,41,,0,T,2,39,U,M,5,0,P,0,,649,290,62,34,29,36,26,1,0,A,4,0.5,6.44,0.444,5.5,9,4,15,23,62,94,15,6.27,6,9,3,5,11,26,15,40,6.27,5,13872
0,,00002097,113,87,0,C,2,25,U,M,,0,N,0,3,1102,418,66,1,30,41,28,1,0,A,1,0.136,16.33,0.182,15.5,3,2,25,37,87,178,14,12.71,15,20,5,18,8,18,25,110,12.71,7,20604
0,,00002113,65,57,0,S,1,14,U,F,7,1,P,0,3,828,318,61,3,37,52,18,1,1,S,2,0.3,9.67,0.364,9.5,6,4,25,25,60,156,20,7.8,7,10,3,10,6,14,25,57,7.8,10,14887
1,25,00002151,113,47,0,C,3,31,H,M,5,0,P,0,,1126,243,27,0,0,0,0,1,1,S,3,0.286,24.17,0.364,24,6,4,18,36,98,832,40,20.8,30,35,5,25,11,25,18,110,20.8,19,8614
1,8,00002153,137,73,0,S,2,18,H,M,2,0,B,0,7,839,363,73,0,22,34,20,1,1,S,2,0.3,8.83,0.5,9.2,6,5,11,39,93,234,31,7.55,11,14,3,9,10,26,8,126,7.55,19,15463
